Profile,Platform,Profile Link,Permalink,Caption,Type,Date,Engagement,Engagement Ratio vs Average,Engagement Rate,Comments,Comments Ratio vs Average,Likes,Likes Ratio vs Average,Campaigns,Estimated Reach,Estimated Impressions
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/CxyCW4ty4CF/,What’s your pick? Comment below and let us know 🙌Whether you’re in India Singapore or the Middle East visit your nearest #LenskartStore to elevate your eyewear game today! 👓🌟#Lenskart #LenskartEyewear #DosAndDonts #Eyeglasses #Trending #LenskartStore,reel,2023-09-29 12:09 PM,54,-0.96,0.00535,1,-0.96,53,-0.96,,4650,5115
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/CuzRGPUtXQi/,Break 💔 not 👓! Grab your pair of unbreakable 👓 from the #LenskartEyeconicSale TODAY!Whether you’re in India UAE or Singapore head to the nearest store and enjoy up to 60% off or Buy 1 Get 1* 🤩*T&C Apply#Lenskart #EyewearHeaven #UnbreakableGlasses #Trending #Meme #LKEoss23,reel,2023-07-17 10:00 AM,54,-0.96,0.00535,0,-1,54,-0.96,,,
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/CstkgXHObP8/,Our stylish frames are under the scanner and #LenskartTribe speaks the truth! 🙌🏼Can’t take your eyes off them can you? 👀🔍151104🔍151103🔍151101🔍151106🔍151149#Lenskart #EyewearFashion #Eyewear #HonestReviews #VCHavana,reel,2023-05-26 11:53 AM,53,-0.96,0.00525,3,-0.89,50,-0.96,,,
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/CzSowaJvO05/,How wouldn’t anyone just look WAO when love is all around?💓Major diwali vibes all around courtesy our our_lenstribe. ✨In frame: The Indian Accent collection by lenskart. 🤓Drop a ❤️ if this is the cutest video you saw on the internet today!Edit by noorrchoudhary ✨,reel,2023-11-05 11:30 PM,52,-0.96,0.00515,3,-0.89,49,-0.96,,1014,1115
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/Cwp5cUmvvs_/,Get ready to stun and add a pop of color to your eyes with Aquacolor lenses from aqualens.in 🫶🏼Claim your free pair of coloured contact lenses today! Visit our website now ✨#Lenskart #Aqualens #Aquacolor #ColorLens #Eyewear #EyewearFashion,reel,2023-09-01 11:46 AM,50,-0.96,0.00495,0,-1,50,-0.96,,4515,4966
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/CuCjLAbIqfp/,No matter the amount we promise to have something for everyone! 🤝And the best part - if you’re a #GoldMember get ready for unlimited benefits. ⭐️Whether you’re located in India Singapore or the Middle East simply head to your nearest #LenskartStore and start 🛍️ today!#Lenskart #LenskartStore #GoldMember #EyewearHeaven #Sunglasses #Eyewear #Trending,reel,2023-06-28 11:56 AM,49,-0.96,0.00485,0,-1,49,-0.96,,,
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/CtPAmY4ODTi/,Go for GOLD! 🏆 Buy one snag one FREE – an unbeatable deal! Whether you’re in India Singapore or Middle East our Gold Membership guarantees limitless fun!✔️ Double the joy with Buy 1 Get 1!✔️ You’re the VIP with First Priority!✔️ Two years of non-stop unlimited FUN! 🎈Don’t wait! Quick dash to your nearest Lenskart store or simply surf our website and claim your golden membership today! 💫#LenskartStore #Lenskart #GoldMembership #LenskartAdvantage #BuyOneGetOne #Sunglasses #Eyewear #Trending,reel,2023-06-08 11:35 AM,48,-0.96,0.00475,2,-0.92,46,-0.96,,,
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/Cta7EebrTLZ/,Keep your 👀 feeling fresh & sharp with #LenskartBlu👓 Crystal Clear Vision 🌟👋 Bid farewell to headaches 💥🕶️ Shield against harmful UV Rays ☀️Whether you’re in India UAE or Singapore #LenskartBlu is here for you! Get your hands on #LenskartBlu today and experience the difference! 🙌#Lenskart #LenskartBlu #LKBlu #BlueLightBlocking #Eyeglasses #Trending,reel,2023-06-13 02:36 AM,47,-0.96,0.00466,2,-0.92,45,-0.96,,,
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/CwDITHVJvX7/,Aquacolor lenses from aqualens.in are 🔥 both online and IRL! adriijaaaaa khushituteja19 makeupsbyghazal and dikshasachdev_ are giving us major eye-conic vibes. 🌈 Claim your free pair of coloured contact lenses TODAY! Hit up our website and get in on it. #Lenskart #Aqualens #Aquacolor #ColouredContactLenses #FREECL #Trending #UGC,reel,2023-08-17 10:25 AM,46,-0.96,0.00456,4,-0.85,42,-0.97,,,
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/CyOODmwPwjT/,Game On with Lenskart! 🕹️Swipe play and WIN big with the Lenskart app game! 📱Score high and you could be in for a treat:👉🏼 Get a chance to win merchandise signed by the cricket sensation Surya Kumar! 🏏🖊️👉🏼 Win LK Cash to splurge on your favorite eyewear! 💸Ready to hit that high score and claim your rewards?🤩 Don’t miss out on this exciting chance to level up your eyewear game! 😎#Lenskart #Game #SuryakumarYadav #Cricket,reel,2023-10-10 10:48 AM,45,-0.96,0.00446,0,-1,45,-0.96,,6624,7287
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/CzJdCCvPskx/,Step into our world it’s eyewear heaven.🌿 Meet us IRL 🫶🏻Oh and BTW we’re hoping you’re ready with an eyewear wishlist because our eye-conic sale is about to go live! 🛍️#Lenskart #Eyewear #Sale #EyewearFashion #Store,reel,2023-11-02 10:53 AM,43,-0.97,0.00426,0,-1,43,-0.96,,478,526
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/CsqpBQTr9-M/,Brunch plans? Check! Style? Check! Freebies? Double check! 🙌🤌#GRWM in style sporting the stylish ‘Spicy Gray’ lenses from aqualens.in! 👀 Claim a FREE pair today. Just hop on over to the link in our bio and claim your #LenskartFreebie TODAY! 🤌✨#GRWM #Lenskart #ColoredContactLenses #ContactLenses #GetReadyWithMe #BrunchLook #GlamLook,reel,2023-05-25 08:34 AM,42,-0.97,0.00416,3,-0.89,39,-0.97,,,
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/CzlhpbZvBJT/,Transform the gaze this Bhai Dooj with a touch of magic – swapping specs for contacts because every glance deserves a celebration just like sakshi__maske 👀✨Coloured lenses in focus: Spicy GreyPS: Don’t miss out on your chance to snag a FREE pair of aqualens.in Color Contact Lenses. Visit our website now and claim yours!🤩#lenskart #freecl #aqualens,reel,2023-11-13 07:35 AM,42,-0.97,0.00416,0,-1,42,-0.97,,383,421
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/CtLlEmoND_w/,This is #Lenskart Air Flex. 🪽 Airy light🤌🏼 Super flexible ⚡️ Pretty much unbreakableMade with Ultem. Designed for unmatched comfort and durability.#Lenskart #LenskartEyewear #EyewearFashion #DurableEyewear #Unbreakable #Flexible #EyewearFashion #LKAirFlex,reel,2023-06-07 03:36 AM,42,-0.97,0.00416,3,-0.89,39,-0.97,,,
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/CzGR2b_PtAL/,Filters? Who needs them when you can get Aqualens coloured lenses for FREE?🤩vidhi.bhargava has got the right idea pairing this beautiful colour with her desi festive look ✨Order your first pair of Aqualens lenses and experience the magic for free. That’s right your first pair is on us but trust us you won’t want to stop wearing them after this!🌟,reel,2023-11-01 05:18 AM,41,-0.97,0.00406,6,-0.78,35,-0.97,,1443,1587
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/CtDtoihNvoz/,Everything looks better with a pair of sunglasses even if you’re blind-folded! 🥰Join us for a super-fun #BlindfoldChallenge as visheessh_ tries to guess the shape of our sunglasses blindfolded! 🕶️How many guesses do you think he’ll get right? 🤔#Lenskart #Eyewear #EyewearFashion #BlindfoldGame #Games #FunChallenge #TrendingChallenge,reel,2023-06-04 02:17 AM,41,-0.97,0.00406,1,-0.96,40,-0.97,,,
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/Cs5ybeuhneN/,We heard you loud & clear! 🙌👀You wanted statement 🕶️ for summer and we’ve got just the thing! 😉 It’s time to summer with the all-time favourite #OversizedAviators! 😎 So whether you’re soaking up the sun or just running errands these shades will have you looking like a #superstar. ☀️✨What are you waiting for? Get yours today and get ready to #slay all summer long.Tag a friend who is obsessed with everything #Oversized! 🌟#Lenskart #LenskartEyewear #Eyewear #MustHaves #MostWantedSunnies #Sunnies #Sunglasses #TintedSunnies,reel,2023-05-31 05:45 AM,41,-0.97,0.00406,2,-0.92,39,-0.97,,,
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/CybMm5nPU88/,So what are you waiting for? 🫶🏼These deals don’t stay forever hurry up and get your free pair now! 💕#Aqualens #Lenskart #ContactLenses #ColorLenses,reel,2023-10-15 11:45 AM,40,-0.97,0.00396,0,-1,40,-0.97,,3356,3692
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/CtbtuqXNojM/,Unwind & de-stress with 🕶️ cleaning #ASMR Relax as the cloth wipes away smudges and frames gently tap soothing your senses to a state of deep relaxation 😌Enjoyed this ASMR video? Share it with a friend 🤝PS: Get your favourite eyewear in 3 days or it’s free! (T&C Apply)#ASMR #Relaxing #Satisfying #Lenskart #Unboxing #UnboxingASMR #Eyewear #EyewearFashion,reel,2023-06-13 10:00 AM,37,-0.97,0.00367,5,-0.81,32,-0.97,,,
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/CtTK0iqOlNM/,Marble-ous styles to help you face the ☀️ in style!Designer temples meets trendy oversized frames in a collection made to make you stand out. With TAC polarised lenses for sharp vision & 400 UV protection it’s time to step out in style🔥Check out the entire collection NOW 🔍 206904#LenskartUnboxing #Lenskart #MarbleCollection #Eyewear #Eyeglasses #Sunglasses #Unboxing #Trending,reel,2023-06-10 02:19 AM,37,-0.97,0.00367,0,-1,37,-0.97,,,
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/CxsSfpFyUdb/,Our #LensTribe got to spend some exclusive BTS time with the one and only SKY surya_14kumar on the sets of our recent TVC. 🙌It was an absolute photo-worthy moment seeing the energy exchange- from one #Dhaakad to another 😎prashant_1661_ nikamsarakar #HarmeetSinghBhalla _roshan77- azar.azee #Lenskart #DhaakadHai #SuryakumarYadav,reel,2023-09-27 06:34 AM,37,-0.97,0.00367,1,-0.96,36,-0.97,,3826,4209
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/CtQ3AgNgPaf/,#LenskartXLovebirds giving pure #MainCharacterEnergy 🤌💯🔍 206891🔍 206899🔍 206888🔍 206902🔍 206895🔍 206282The Marble Collection got us SWOONING 🥰#LenskartXLovebirds #Lenskart #Eyewear #Lovebirds #EyewearGoals #HighFashion #FashionGoals #Trending #SunMarble,reel,2023-06-09 04:51 AM,35,-0.97,0.00347,1,-0.96,34,-0.97,,,
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/CtrAmVMOBt1/,How about a little celestial flair to your style? ✨Let the cosmos guide your eyewear game with these iconic frames for every zodiac sign 🌬️Head to your nearest store now 📍#ZodiacSigns #Zodiac #Astro #Astrology #Scorpio #Aries #Gemini #Leo #Libra #Tauras #Aquarius #Pisces #Virgo #Cancer #Capricorn #Sagittarius #Lenskart #ZodiacEyewear #EyewearFashion #Eyewear,reel,2023-06-19 09:04 AM,33,-0.97,0.00327,1,-0.96,32,-0.97,,,
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/CtjUs2vOZru/,#InLove with everything! 🙌Visit us in India Singapore or UAE we have got what you’ll loveeee! 🤍#Lenskart #Sunglasses #Sunnies #Eyewear #Eyeglasses #TrendySunglasses #LenskartStore  #Trending,reel,2023-06-16 08:53 AM,33,-0.97,0.00327,1,-0.96,32,-0.97,,,
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/CwxlBkbSg57/,Healthy eyes happy life! 🌟 We’re here sharing essential #EyeCareTips for vibrant eyes. From India to Singapore and the Middle East head to your nearest #LenskartStore for eyeconic eyewear! 👓#Lenskart #LenskartStore #EyeTips #EyecareTips #Trending,reel,2023-09-04 11:24 AM,33,-0.97,0.00327,0,-1,33,-0.97,,2498,2747
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/CyVwKe7yD3b/,Did you see it try it & love it? ✨We took you on a journey at the Bohca Club for a one-of-a-kind eyewear experience. With 40+ top brands and a special collaboration with trykiya.official it was the lens love affair you couldn’t miss! Hope you found your perfect frames in style. 😎🛍️#Lenskart #Event #Trending #Bohca #TryKiya #Eyewear,reel,2023-10-13 09:01 AM,33,-0.97,0.00327,2,-0.92,31,-0.97,,8893,9782
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/CttfkIfM_Fu/,Step into The Sun Room ☀️ and find the perfect pair of sunglasses ✨📍Visit us in India Singapore or UAE now! #Lenskart #EyewearFashion #Sunglasses #SunRoom #LenskartStore #Store #Aesthetic #Eyewear,reel,2023-06-20 07:40 AM,31,-0.97,0.00307,0,-1,31,-0.97,,,
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/CyqSOxlokPH/,Your eyes shall draw all eyes! 👀Wondering how? The mystery ends with aqualens.in Mystery Hazel.✨P.S.: Don’t forget to claim your FREE pair of coloured contact lenses this festive season. Head to our website now! 💃🏻📷 debo_priya_14 #Aqualens #Lenskart #ContactLenses #ColorLenses #FREECL,reel,2023-10-21 08:23 AM,30,-0.97,0.00297,0,-1,30,-0.97,,2589,2848
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/CzOBk-OPnDk/,Don’t just look get your hands on these super fly Pilot sunnies now coz lenskart’s Eye-Conic sale is ON! 🙌🏻Get upto 60% off across all the coolest eyewear and sunnies! Aren’t you glad we found you this #FestiveSeason?#EyeconicSale #Lenskart #Unboxing,reel,2023-11-04 05:30 AM,29,-0.97,0.00287,0,-1,29,-0.97,,287,316
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/CtTiKNsN-kx/,#LenskartTribe reveals the unfiltered truth about our stylish frames and we’re totally loving it 💕🙌🔍 204213 🔍 204224🔍 204227 🔍 204228#Lenskart #LenskartTribe #Testimonials #GlamSlam #Reviews #Sunglasses #Trending #StylishSunnies,reel,2023-06-10 05:42 AM,28,-0.98,0.00277,0,-1,28,-0.98,,,
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/CzYoIYSSh98/,Ordering Diwali gifts for your loved ones? Well here’s a gift from us to you! 🤩Did you know that you can place an order on the lenskart app and win suryakumar signed merch? Well now you do!🔥Don’t wait because the ⏰ is ticking! Look out for your name winners will be announced daily on the lenskart app.✨#Lenskart #PlayandWin #ContestAlert #WorldCup2023 #SuryaKumarYadav,reel,2023-11-08 07:23 AM,27,-0.98,0.00267,0,-1,27,-0.98,,251,276
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/CvO7hU8rabu/,Whether Online or IRL #LenskartEyewear never disappoints! 🤌Don’t miss out on a chance to win a FREE pair of 👓. Use our AR filter tag lenskart & post a story! #GoodLuck 😉#Lenskart #ARFilter #Eyewear #TrendySunnies #Trending #OnlinevsOnMe,reel,2023-07-28 03:51 AM,27,-0.98,0.00267,0,-1,27,-0.98,,,
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/Czi77p8S9yM/,From classic to cutting-edge designs the excitement is palpable! 💥Explore our shelves and discover eyewear that reflects your unique style. This store tour video is your backstage pass to the hottest deals and the most eye-catching frames around. Don’t miss the chance to snag your favourites! 👓🌟Tap the link in our bio and join in! It’s time to elevate your look with the help of our Eyeconic Sale.🔗👀,reel,2023-11-12 07:24 AM,26,-0.98,0.00258,0,-1,26,-0.98,,287,316
