Profile,Platform,Profile Link,Permalink,Caption,Type,Date,Engagement,Engagement Ratio vs Average,Engagement Rate,Comments,Comments Ratio vs Average,Likes,Likes Ratio vs Average,Campaigns,Estimated Reach,Estimated Impressions
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/p/Cyns_2bP9zk/,Say hello to hoopereyewear the answer to all your problems when it comes to your childs eyewear! Made with children and their particular needs in mind Hooper eyewear is focussed on being the solution to everyday problems in Kiddie world! #HooperEyewear #EyeSpy,CAROUSEL_ALBUM,2023-10-20 08:18 AM,204,-0.85,0.02021,4,-0.85,200,-0.85,,30805,33886
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/C31pdpuyzI7/,Get ready for a frame-changing experience dropping tomorrow! #NewLaunch,reel,2024-02-26 11:54 PM,204,-0.85,0.02021,4,-0.85,200,-0.85,,2467,2714
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/C58jXWCPhAf/,Our vintage Classic Metals collection is ‘Love at first sight’ for a reason and cut_a_koli describes it the best 🫶Visit the link in bio to find yours now 🫶#ClassicMetalsLK #Eyewear #Vintage[ Eyewear Lenskart New Launch Classic Metals],reel,2024-04-19 10:20 AM,202,-0.85,0.01933,2,-0.92,200,-0.85,,16665,18332
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/C6JaiwPv5EO/,From power shots to power shades cheer for your Fav team in style this season. Switch up your style with Hustlr’s T20 Fan Mania collection!🏏😎#Hustlr #IPL #T20fanmania  #Cricket [ India Fashion Vision Lenskart ],reel,2024-04-24 10:12 AM,202,-0.85,0.01933,9,-0.67,193,-0.86,,18133,19946
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/C1OzMBRypFG/,Humari baat suni hoti toh aisa nahi hota ☺️Anyway it’s never too late. One-day delivery is available in Delhi NCR shop now! Link in bio.#Trend #GoldRushSale #Lenskart,reel,2023-12-24 04:46 AM,201,-0.85,0.01991,0,-1,201,-0.85,,1435,1579
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/C2mzoXwyhhT/,Dr. RS Sharma’s experiences tell us how important your eyesight and vision are right from an early age.Failing his class 10th examination because of family problems and compromised eyesight made him realise the importance of both. Undeterred and focused he created marvels for the health sector with his contributions. Not only is surrogacy ethically legal today but also financially feasible. Let us know in the comments if you found this inspirational! Share it with someone it might help. #Lenskart #ThePatriots,reel,2024-01-27 09:05 AM,201,-0.85,0.01991,5,-0.81,196,-0.86,,,
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/C3e3C_2vSHM/,Make way for guilt-free shopping! 🤭Credits? Our ‘no middlemen’ policy! Yes Lenskart’s got your back with the best of prices so don’t stress about that tag too much. 🥰#Lenskart #NoMiddleMen,reel,2024-02-18 03:30 AM,200,-0.86,0.01981,2,-0.92,198,-0.85,,2222,2444
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/C2cjqnSycZH/,We can all see the love and pride that shrutty carries for the country in her eyes! 🇮🇳 Get yourself an accessory that screams INDIA and feel like a true Patriot with our new Patriot Collection. 🔎 215779#ThePatriots #PatriotLK,reel,2024-01-23 09:36 AM,198,-0.86,0.01961,4,-0.85,194,-0.86,,,
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/C1MOI9ASmcR/,ishaankhatter in our electrifying Electro Punk frames spilling some fun secrets that’s a treat. Isn’t it? 😉On Ishaan 🔎 210773We’re just curious that what is your go-to sunglasses shape? Tell us in the comments! P:S: All the cool kids are rushing to shop our Electro Punk collection in time for NYE and if you know what’s up you will too coz the Gold Rush Sale is also live and you can claim your buy 1 get 1 benefits today!#ElectropunkLK #IshaanKhatter,reel,2023-12-23 05:01 AM,197,-0.86,0.01952,1,-0.96,196,-0.86,,1573,1730
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/C0qSa6QSeYI/,Strike a pose as fabulously as hanumankind did in our Lenskart eyewear! 🌟 Level up your style game with a little help from the Eye-conic sale where you can experiment with new styles on fantastic discounts.Whether you stroll into our store or shop online DO IT FASSST. The sale ends today!🔎 205470#EyeconicSale #HMK,reel,2023-12-10 12:27 AM,196,-0.86,0.01942,6,-0.78,190,-0.86,,3195,3514
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/CyqH3SPS1o9/,our_lentribe had quite the blast at the India-Bangladesh match watch party at Lenskart HQ! Ain’t nothing like a midweek office party right?! 🩵PS: If you want to get your hands on signed merch by Surya Kumar Yadav go and play the ‘Bat like Sky’ game on our app now! 🏏#Lenskart #LensTribe #Cricket #IndvsBan #Trending #WeekendVibes,reel,2023-10-21 07:01 AM,192,-0.86,0.01902,4,-0.85,188,-0.86,,27895,30684
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/CzOMguXPuHi/,Here are the facts! Kids tend to break lose and damage their eyewear more often than not. So this is your chance to upgrade your kid’s eyewear at a fraction of the cost! Get your hands on these adorable styles by hoopereyewear for upto 60% off!Hooper frames exclusively designed for your kid’s comfort put your kids first but without forgetting about you! 😇Order fast before they sell out! 🫶🏻#Hooper #KidsEyewear #Lenskart,reel,2023-11-04 07:05 AM,192,-0.86,0.01902,0,-1,192,-0.86,,2261,2487
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/C4ah6fSSLX8/,Your old glasses can help illuminate lives. We’ll refurbish them and lenskartfoundation will give them to people who lack the means for proper vision care. Join us and fill in the missing piece because together we can make a world of difference. #GlassesBadloIndiaBadlo 🫶🏼,reel,2024-03-12 08:41 AM,189,-0.86,0.01808,2,-0.92,187,-0.86,,18311,20142
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/C5-an8qoQ0V/,Beat the scorching sun ☀️ with some summer must-haves from your nearest Lenskart stores and enjoy the sizzling collection of sunglasses! The bright and gorgeous ✨begumschoice cannot go wrong! 🫶#Lenskart #SummerEssentials #Eyewear [ Lenskart Styling Eyewear Offers ],reel,2024-04-20 03:41 AM,188,-0.86,0.01799,0,-1,188,-0.86,,17640,19404
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/C06ILluSa9A/,Refresh your winter palette with our expertly curated collection of Lenskart Boost sunglasses straight from The Men’s Edit. Boost the ultimate sports eyewear is no longer JUST for sports. See how we styled it as your ultimate power accessory this winter? You can do it too! Also you can get one for yourself and one for your broski that too FREE. How you ask? Our Gold Rush Sale is live where you can claim Lenskart Gold for 1 year. Link in bio! 🔎 209824🔎 206474🔎 213521#BoostEyewear #Lenskart #GoldRushSale,reel,2023-12-16 04:06 AM,188,-0.86,0.01862,2,-0.92,186,-0.86,,2203,2423
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/C3cKRFmSN0W/,#LenskartInsider hour! 🕰️Watch till the end and see who won this guessing game of putting the eyewear in the right order. 👀#Lenskart #Trend,reel,2024-02-17 02:21 AM,187,-0.86,0.01852,6,-0.78,181,-0.87,,2500,2750
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/C0CD6QZJm2P/,From every corner of India our customers share their remarkable stories about their customer experiences with Lenskart. ♾️Quality isn’t just about our frames it’s in the quality of service and lives we touch as well.  Join the chorus of pride as Lenskart continues to make a mark worldwide as a reliable companion. 🌏#LenskartTestimonials #LenskartTribe,reel,2023-11-24 09:30 AM,186,-0.87,0.01843,0,-1,186,-0.86,,2213,2434
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/Cy554-rNJjh/,Sunnies FTW! ✨🕶️When it comes to fashion and festivities they’re the power duo. Trust us Lenskart sunnies are your ultimate must-have for the season. 🌟🔎140457🔎201182🔎151879#Lenskart,reel,2023-10-27 09:59 AM,182,-0.87,0.01803,5,-0.81,177,-0.87,,30902,33993
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/C5sQbMISXOm/,Iconic allure. Vintage elegance. Classic Metals: Redefining timeless sophistication with a contemporary twist coming soon! Stay tuned for the reveal.#ClassicMetalsLK #Lenskart #Eyewear #NewLaunch[ Lenskart Eyewear New Launch ],reel,2024-04-13 02:25 AM,182,-0.87,0.01742,1,-0.96,181,-0.87,,14847,16332
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/p/C0l450wPT6Y/,Heres all you need to do to win this fantastic collection!1. Follow lenskart and comiccon ✅2. Tag any 5 Batman fans you know 🦸🏻‍♂️3. Tell us your favourite Batman movie in the comments below! 3 lucky fans will win products from our all-new Batman Collection. Winners can collect their gifts from Lenskarts stall at Comic Con Day 3 ie. 10th Dec23.Don’t miss this! Go go!#DC #Batman #ComicCon #Lenskart #Giveaway,CAROUSEL_ALBUM,2023-12-08 07:27 AM,179,-0.87,0.0216,11,-0.59,168,-0.88,,4306,4736
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/Cy3OJQRvPW_/,Our sunnies are stealing hearts everywhere we go!Walk the talk with Lenskart’s OG sunglasses. There’s something for everyone no matter what your personal style.Shop these looks on the website and take advantage of our Free Gold Membership that allows you to BUY 1 GET 1 free! 🔍140457 🔍209593 🔍201182 🔍151879#Sunnies #Lenskart,reel,2023-10-26 08:57 AM,179,-0.87,0.01773,6,-0.78,173,-0.87,,37165,40881
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/Cw-fwiRPpVt/,Unveiling the Perfect Pair! 🫶🏼Complete your look effortlessly with the ideal • • that perfectly suits your unique face shape ✨From India to Singapore and the UAE visit your nearest #LenskartStore now 📍#Lenskart #LenskartStore #Eyewear #FaceShape #Eyeglasses #Fashion,reel,2023-09-09 11:43 AM,179,-0.87,0.01773,3,-0.89,176,-0.87,,15266,16793
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/Cy-mMNJS0RP/,Catch the Savings Wave! 60% Off on Kids’ Eyewear this Festive Season that is also doubling up as Cricket Season! ⚡Hit a home run with our incredible offer—Score 60% off on the Blue Billion collection perfect for your cricket-loving kiddo! Keep your young champs stylish and protected while also keeping your wallet happy. Don’t wait it’s time to step up to the crease and grab this deal! #CricketSeasonDeals #KidsEyewear #SavingsGoals #CricketCraze #CricketWorldCup #IndVsSa,reel,2023-10-29 05:42 AM,178,-0.87,0.01763,10,-0.63,168,-0.88,,47010,51711
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/p/Cys0XA8Pv7X/,Introducing “Mini Me” by hoopereyewear for your mini packs of energy!👩‍👦‍👦Now your kids can play carefree  with these adjustable elastics that fit well.#HooperEyewear #EyeSpy,CAROUSEL_ALBUM,2023-10-22 07:59 AM,177,-0.87,0.01753,1,-0.96,176,-0.87,,18258,20084
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/C5DlHGPS8Y9/,Who needs various accessories in their bag when you have multiple Hustlrs for various occassions? Want to know what’s in niharikapatro_’s bag? Watch this video till the end to find out! 🤭#lenskart #Hustlr,reel,2024-03-28 07:29 AM,170,-0.88,0.01627,2,-0.92,168,-0.88,,16781,18459
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/Cy2oFFBJuvp/,This is your LAST CHANCE TO WIN tickets to sachdevaakhilnashas birthday concert! 🤩Go to our stories for a shot at catching Akhil live fam. 🎤Contest closes at 5pm! And 5 lucky winners will win fan pit passes to Akhils concert in Delhi on 28th Oct. Its gonna be lit AF! 🔥Go and participate now!#AkhilSachdeva #NashaBoy #Lenskart,reel,2023-10-26 03:26 AM,166,-0.88,0.01644,3,-0.89,163,-0.88,,23325,25658
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/C5NiUIXSRHP/,If timeless classics with a touch of luxury is your style these lepetitlunetier frames are all you need.Designed in Paris these frames exude elegance and sophistication.Now available exclusively at Lenskart in select stores or online. Link in bio!#BonjourIndia #LePetitLunetier #Lenskart,reel,2024-04-01 04:06 AM,165,-0.88,0.01579,6,-0.78,159,-0.88,,14528,15981
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/p/C5fmP1pSoYI/,Swipe till the end to know what this is all about! 👉🏻No time? Too much traffic? JUST LAZY? Shush to all the excuses. Introducing LenskartAtHome where we bring the entire store experience to your doorstep.Get a six sigma eye test done at your home with try ons for 150+ latest frames from Lenskart. COULD IT GET BETTER? Link in bio! Book an appointment today.#LenskartAtHome[Lenskart Eye Check Up At Home Services Home Try On Lenskart AT Home],CAROUSEL_ALBUM,2024-04-08 04:25 AM,164,-0.88,0.01569,5,-0.81,159,-0.88,,14808,16289
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/Cz6EUfXPovB/,Unveiling timeless elegance—a vision that transcends the ordinary. Brace yourselves for the grand reveal of a mesmerizing eyewear collection Gulmarg—where history and artistry meet. Get ready to see the world through the lens of luxury. ✨👓****Music by parvaazmusic Color White (Single): Release Date May 29 2017Composed Arranged Performed and Produced by MirKashif Iqbal Khalid Ahamed Fidel Dsouza and Sachin Banandur.Lyrics by Khalid Ahamed and Mir Kashif Iqbal#GulmargLK #LenskartStudio,reel,2023-11-21 07:00 AM,156,-0.89,0.01545,1,-0.96,155,-0.88,,1701,1872
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/C0wGmbiSC9E/,The Bat-Signal went on and some Batman fans answered with the most iconic Batman lines decked out in our cool new Batman Collection. 🕶️💫Tell us which fan and dialogue was your favourite! 💪🦸‍♂️ Who knew you could look this good while saving the world huh? 🌟The Batman collection will go live online on 15th December’23. So stay tuned!****Source: Batman Begins The Dark Knight Batman: Mask of the Phantasm#DC #Batman #Lenskart #ComicConIndia,reel,2023-12-12 06:41 AM,156,-0.89,0.01545,0,-1,156,-0.88,,1818,2000
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/Cz6GqwuvZfs/,Dive into the world of timeless elegance with the enchanting allure of our upcoming Gulmarg Eyewear Collection. 🌟We’re all set to celebrate iconic Indian craftsmanship while simultaneously redefining luxury eyewear. ✨Stay tuned for a glimpse into a realm where elegance becomes a statement.*****Music by parvaazmusic Color White (Single): Release Date May 29 2017Composed Arranged Performed and Produced by MirKashif Iqbal Khalid Ahamed Fidel Dsouza and Sachin Banandur.Lyrics by Khalid Ahamed and Mir Kashif Iqbal#GulmargLK #LenskartStudio,reel,2023-11-21 07:21 AM,155,-0.89,0.01535,1,-0.96,154,-0.89,,1712,1883
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/p/C4LcA_FyI2z/,Gear up for a visionary journey of empowerment & style. #EmpowHERment launching soon!,IMAGE,2024-03-06 10:59 AM,153,-0.89,0.01495,2,-0.92,151,-0.89,,13563,14920
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/CzyeMCaSMdk/,Do you want to know why Lenskart Boost is surya_14kumar’s top choice?These sports sunglasses certified to ICC standards not only enhance your performance but also give you the perfect view of the game. From impeccable grip to unmatched style they have it all! 🙌- High performance lenses- 100% UV Protection- High Impact ResistanceThe best only chooses the best so what are you waiting for? Buy yourself a pair of SKY’s favourites and get ready to cheer for Team India!#Lenskart #BlueBillionCollection #SuryaKumarYadav #WC2023,reel,2023-11-18 08:15 AM,150,-0.89,0.01486,3,-0.89,147,-0.89,,2008,2209
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/Cz6FXGUvcIo/,With a focus on elegance our newest vision takes form. 🌟The allure of Gulmarg’s eyewear collection lies in the historical heritage and craftsmanship it drawms inspiration from. This collection is all sophistication style and culture. Every glance tells a story. Stay tuned for the grand reveal as we revive the art of Pinjrakari. ✨*****Music by parvaazmusic Color White (Single): Release Date May 29 2017Composed Arranged Performed and Produced by MirKashif Iqbal Khalid Ahamed Fidel Dsouza and Sachin Banandur.Lyrics by Khalid Ahamed and Mir Kashif Iqbal#GulmargLk #LenskartStudio,reel,2023-11-21 07:09 AM,143,-0.9,0.01417,1,-0.96,142,-0.89,,1578,1736
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/C1_ZbRKy-OD/,Bored of the same old good morning and good night messages on your family groups? 🤨We’re now on WhatsApp channel to make it all the way more fun! 🤌🏻See you on the other side! Join now. Link in bio.🥰,reel,2024-01-12 01:44 AM,137,-0.9,0.01357,3,-0.89,134,-0.9,,,
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/Czx9tS8SHN0/,Wear your love for the game on your sleeve face! 🕶️ Meet the Blue Billion Collection—where sporty meets stylish and comfort meets cool.It features snap-and-close mitered lugs textured temples and rubber nose pads for an anti-slip fit that goes beyond the sidelines. Foggy vision? Not on our watch! Stay clear in the hottest moments with cooling air vents. With this collection precision and style truly collide perfectly for the sporty enthusiasts! 🌟#CricketSeason #WC2023 #BlueBillionCollection,reel,2023-11-18 03:29 AM,130,-0.9,0.01288,3,-0.89,127,-0.9,,1783,1961
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/CzdmX8ZvbMz/,We are loving how this dreamy festive look is soft serene and totally reminiscent of yesteryear Bollywood divas. debo_priya_14’s flawless makeup is brilliantly offset by those coloured lenses don’t you think? ✨Get Diwali ready with Aqualens coloured lenses and steal the show with your eyes doing the talk.👀Coloured lenses in focus: Misty Grey 🌟PS: Don’t miss out on your chance to snag a FREE pair of aqualens.in Color Contact Lenses. Visit our website now and claim yours!#aqualens #lenskart,reel,2023-11-10 05:41 AM,125,-0.91,0.01238,4,-0.85,121,-0.91,,1956,2152
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/Cwcyd8jJf_7/,Discover your perfect match! 🫶🏼Find out which •• complements your unique face shape flawlessly ✨We’ve got you covered with all the insights you need! 💕No matter if you’re in India Singapore or the UAE head to your nearest #LenskartStore right away 📍#Lenskart #LenskartStore #Eyewear #FaceShape #Eyeglasses #Fashion #Trending,reel,2023-08-27 09:32 AM,122,-0.91,0.01209,1,-0.96,121,-0.91,,,
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/p/CzqnpF0yMkf/,We wont claim wearing blue Hustlr frames brings luck but hey were not not saying it either. 🫣Rumour has it that blue Hustlr frames bring luck. To spread the luck weve made this pair available at an unbelievable price of Rs. 750 JUST FOR TODAY! 💙Go on shop at the link in bio or visit your nearest store in the inning break. 😉#LenskartHustlr #WorldCup2023 #IndiaVSNZSemiFinals,IMAGE,2023-11-15 07:01 AM,114,-0.92,0.01129,2,-0.92,112,-0.92,,1334,1468
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/CvKfeuJO-BM/,Tell us your vibe! 👓🙌At #Lenskart we’ve got you covered. Are you all about Barbie’s vibrant world of pink 🎀 or do you prefer Oppenheimer’s timeless neutrals?💕 148237 201185 206577 🖤 205464 151520 204222#Lenskart #Barbie #Oppenheimer #BarbieMovie #Trending,reel,2023-07-26 10:30 AM,108,-0.92,0.0107,25,-0.08,83,-0.94,,,
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/CzeW4kZPW3S/,Join shubham_bala_0009 as she dives into the world of Lenskart Boost. You know its more than just eyewear - its a game-changer🚴🏻⚡Watch our latest video where they spill the beans on how these frames arent just for looks theyre engineered to level up your sports game. See better play better with #Lenskartboost! 🤩✨,reel,2023-11-10 12:46 PM,99,-0.93,0.00981,3,-0.89,96,-0.93,,1424,1566
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/CxI0jJcSADS/,#LenskartTribe it’s time to up your eyewear game. Take 📝 on these essential Do’s ✅ and Don’ts ❌Whether you’re in India Singapore or the Middle East check out these tips and then visit your nearest #LenskartStore to elevate your eyewear game today! 👓🌟#Lenskart #LenskartEyewear #DosAndDonts #Eyeglasses #Trending #LenskartStore,reel,2023-09-13 12:02 PM,97,-0.93,0.00961,4,-0.85,93,-0.93,,11024,12126
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/CzY6fHYINNK/,Shine bright with high-shine metallics this #FestiveSeason.💓Unboxing the “Lenskart Helios” from#VincentChase where minimal metals get a colour refresh!🫰And you know what? The collection is live and available as part of the lenskart’s Eye-conic sale. You can get upto 60% off on these styles. Rush to the website or your nearest store today and get your shine on.🙌🏻#unboxing #lenskarthelios,reel,2023-11-08 09:59 AM,80,-0.94,0.00792,5,-0.81,75,-0.94,,1505,1655
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/Ct9fa0wuSu_/,Feeling eye-conic! 🤩Wearing: Pine Green lenses by aqualens_sg 🙌Whether you’re in India Singapore or the Middle East grab your fave coloured contact lenses at your nearest #LenskartStore! 💙#Lenskart #AqualensSingapore #Aqualens #ContactLenses #ColouredContactLenses #Trending #Beauty,reel,2023-06-26 12:47 PM,76,-0.94,0.00753,5,-0.81,71,-0.94,,,
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/Cs0iCPqrcRF/,Are you ready to radiate #BossEnergy and turn heads with your style? 🤌🙌We’ve got you covered - time to #PowerDress like these eyecons 👀✨1. Eyewear is a must!Elevate your aesthetic and attitude with stylish eyewear that fits your face shape and personal style. You’ll be amazed at the difference it can make in your overall look and confidence.2. Choose monotone for that effortless vibe.This eliminates distractions from multiple colours and allows the focus to be on the cut texture and silhouette of your outfit.3. A wide shoulder blazer is a timeless piece that creates a flattering and confident look. With its illusion of broader shoulders and a narrower waist it’s a must-have for anyone looking to elevate their fashion game.So don’t wait any longer head over to our website for the #eyewear and shopstaple.in for power clothing.Let’s get you looking like these eye-cons! 🙌#Lenskart #PowerDressing #Eyewear #StylingHacks#BossEnergy #MustHaves,reel,2023-05-29 04:45 AM,76,-0.94,0.00753,9,-0.67,67,-0.95,,,
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/CsyMUKUIX4b/,#Lenskart Crystal Clear - the perfect blend of intricate details pastel hues and compliments that never cease ✨Each pair is a work of art. 🌈Get ready to shine like never before 💎#Art #ArtDeco #Artistic #Intricate #Pastel #Eyewear #EyewearFashion #Lenskart #VCArtDeco,reel,2023-05-28 06:58 AM,75,-0.94,0.00743,11,-0.59,64,-0.95,,,
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/C0jW8F6Sbey/,You asked we delivered! 🚀 We heard you and your fave Hustlr eyewear has now leveled up big time! They are now available in 3 different sizes and 3 great new colours! ✨So whether you’re owning the boardroom hitting the gym or partying it up on the weekend find you perfect size to match your hustle! 🔥 Sky blue: 🔎 212816Jade green: 🔎 212815Greystone: 🔎 212817#Hustlr,reel,2023-12-07 07:52 AM,75,-0.94,0.00908,3,-0.89,72,-0.94,,1398,1537
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/CwaRaAvJZa_/,stylebyneet makeupstoriesbygauri pjmakeovers_prernajagwani saniyavlogz mxdhu.__ & agriti_makeovers are totally taking over the Internet with their eye-conic looks. 🔥🌟PS: Don’t miss out on your chance to snag a FREE pair of aqualens.in Color Contact Lenses. Visit our website now and claim yours!#Lenskart #Aqualens #ColorContactLenses #ContactLenses #Trending #FREECL,reel,2023-08-26 10:06 AM,75,-0.94,0.00743,10,-0.63,65,-0.95,,,
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/CvNECQHM0u-/,Things you need to look out for when copin’ your fave pair of 🕶️ Ready to rock the hottest 🕶️ this season? Available in Singapore Middle East & India swing by your nearest store! 🙌#Lenskart #LenskartEyewear #Trending #Sunnies #EyewearHacks,reel,2023-07-27 10:31 AM,72,-0.94,0.00713,9,-0.67,63,-0.95,,,
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/CtJ4NZ0M05G/,Swing by your nearest #Lenskart store now and get your glasses super-clean the Ultrasonic way 🧼✨#LenskartAdvantage 😍✨#Lenskart #Eyewear #EyewearCleaning #EyewearTips #LenskartStore #EyewearFashion #Ultrasonic,reel,2023-06-06 11:50 AM,70,-0.95,0.00693,1,-0.96,69,-0.95,,,
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/CtGpATvOyU8/,You can stretch it. You can twist it. But most importantly you can end up sleeping on it & it still won’t break! 👓Lenskart Air Flex is ultra-light super flexible & so so comfortable. A must-have in your eyewear collection.PS: Please don’t 😴 on your frames! #Lenskart #EyewearDesign #Eyewear #EyewearTrends #LenskartFlex #Trending,reel,2023-06-05 05:34 AM,67,-0.95,0.00664,1,-0.96,66,-0.95,,,
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/Cs2xl1sMVSa/,Ready set aviate! 🚀 We’ve got 5 fab ways to rock your aviators from sunrise to sunset ☀️Check them out now and let us know which style you LOVE the most! 😍 #Aviator #Lenskart #Eyewear #EyewearFashion #StyleGuide #Styling,reel,2023-05-30 01:41 AM,66,-0.95,0.00654,10,-0.63,56,-0.96,,,
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/CtjNDyYuvYT/,Get ready to know the #BudgetDeals running at #Lenskart that will blow your mind 🔥🤯🫰 This #FathersDay gift your dad something special. Get 60% off on all pairs that he’d like. 🙌🔥 Claim kiaraaliaadvani approved contact lenses for absolutely free 🤩 Sign up for gold membership & claim buy one & get one FREE for two years Say yes to ubelievable discounts and increadible savings!#Lenskart #BestDeals #Trending #Sunglasses #FathersDay #KiaraAdvani #ContactLenses #Buy1Get1,reel,2023-06-16 07:46 AM,62,-0.95,0.00614,7,-0.74,55,-0.96,,,
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/CylS6Gsvx70/,The Order and Win offer on the Lenskart App is causing some ‘SKY’- High excitement! 🏏Here’s unveiling our next WINNER who got a brilliant collector piece— Surya Kumar Yadav’s AUTOGRAPHED merch! 🖋️✨But hold your breath—YOU could be the next lucky champ. 🤩🎉Hurry order NOW to try your luck and grab your own autograph!#Lenskart #SuryaKumarYadav #Cricket #Win #Contest #Giveaway #SignedMerch #IndianCricketTeam,reel,2023-10-19 09:53 AM,62,-0.95,0.00614,4,-0.85,58,-0.95,,17949,19744
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/CtrVKDAtlXB/,Unlock the ultimate shopping benefits with Gold Membership 🤌🏼✔️ Buy 1 Get 1✔️ Priority treatment✔️ Share benefits with loved ones✔️ Exclusive access to curated brandsVisit us in India Singapore or UAE and experience the #LenskartAdvantage ✨#Lenskart #Eyewear #EyewearFashion #GoldMembership,reel,2023-06-19 11:31 AM,60,-0.95,0.00594,3,-0.89,57,-0.95,,,
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/Ct4AwYZtq4k/,Did you know? You can get a FREE eye check-up at any of our stores! 😁 Now that you’re aware make your way to the nearest store and have your 👀 examined. Because good vision is more important than anything else! 🤩🙌#Lenskart #LenskartStore # EyeCheckUp #FreeEyeTest #Trending,reel,2023-06-24 09:42 AM,58,-0.95,0.00575,0,-1,58,-0.95,,,
lenskart,Instagram,https://www.instagram.com/lenskart,https://www.instagram.com/reel/CvWNiZ5tIUE/,See the world through the lens of a #Hustlr & tap into your inner strength.Join the movement! Ignite your passion & discover your true purpose with frames that stand for your dreams.So why wait? Grab our most viral eyewear #Hustlr#DoMoreBeMore #Lenskart #Eyeglasses #Eyewear #Hustle #Motivation #Trending,reel,2023-07-30 11:43 PM,57,-0.96,0.00565,0,-1,57,-0.95,,,
